,Actual Classifcation,Predicted Classification,a,b,c
0,1.0,1,0.2009009009009009,-80.56306613226454,0.0
1,1.0,1,2.813113113113113,38.48310621242484,0.0
2,1.0,1,2.2637637637637638,55.11470941883767,0.0
3,1.0,1,0.24574574574574573,73.14897795591182,0.0
4,1.0,1,1.3248248248248249,42.29034068136272,0.0
5,1.0,1,1.0193193193193193,-39.685390781563136,0.0
6,1.0,1,2.6673673673673672,-3.6168537074148475,0.0
7,1.0,1,0.9996996996996996,57.51927855711422,0.0
8,1.0,1,1.2351351351351352,-94.99048096192385,0.0
9,1.0,1,1.3388388388388388,82.76725450901803,0.0
10,1.0,1,0.25135135135135134,-44.29414829659319,0.0
11,1.0,1,1.3024024024024023,-85.97334669338677,0.0
12,1.0,1,2.162862862862863,87.97715430861723,0.0
13,1.0,1,0.17567567567567566,85.37220440881764,0.0
14,1.0,1,2.16006006006006,45.89719438877755,0.0
15,1.0,1,0.767067067067067,41.68919839679358,0.0
16,1.0,1,2.8019019019019016,-13.635891783567146,0.0
17,1.0,1,2.7794794794794795,-13.03474949899801,0.0
18,1.0,1,1.5266266266266266,-54.11280561122245,0.0
19,1.0,1,0.15045045045045047,-24.45645290581163,0.0
20,1.0,1,1.1986986986986987,-68.54022044088177,0.0
21,1.0,1,2.5188188188188185,43.29224448897795,0.0
22,1.0,5,0.8035035035035034,6.422184368737474,0.0
23,1.0,1,1.2295295295295294,-65.33412825651303,0.0
24,1.0,1,2.597297297297297,15.639699398797593,0.0
25,1.0,1,0.9324324324324323,-82.36649298597195,0.0
26,1.0,1,0.6885885885885885,88.57829659318637,0.0
27,1.0,1,0.3298298298298298,-59.122324649298605,0.0
28,1.0,1,0.5036036036036036,-75.55354709418837,0.0
29,1.0,1,0.9884884884884884,-85.57258517034069,0.0
30,1.0,1,2.1376376376376376,-34.47549098196393,0.0
31,1.0,1,1.9694694694694694,-84.97144288577155,0.0
32,1.0,1,2.1964964964964966,-51.50785571142285,0.0
33,1.0,1,0.6745745745745745,7.824849699398796,0.0
34,1.0,1,0.7586586586586586,39.48501002004007,0.0
35,1.0,1,1.2323323323323323,16.24084168336673,0.0
36,1.0,1,0.9408408408408407,-14.838176352705418,0.0
37,1.0,1,1.4397397397397398,-7.824849699398811,0.0
38,1.0,1,2.2273273273273273,-91.18324649298597,0.0
39,1.0,1,1.2743743743743743,-78.75963927855712,0.0
40,1.0,1,0.7754754754754754,89.98096192384769,0.0
41,1.0,1,1.5882882882882883,38.08234468937875,0.0
42,1.0,1,2.7486486486486483,43.0918637274549,0.0
43,1.0,1,0.313013013013013,58.320801603206405,0.0
44,1.0,1,2.314214214214214,64.93336673346693,0.0
45,1.0,1,0.256956956956957,1.8134268537074145,0.0
46,1.0,1,2.412312312312312,-66.9371743486974,0.0
47,1.0,1,1.4761761761761762,-68.13945891783567,0.0
48,1.0,1,1.7284284284284284,-3.0157114228456976,0.0
49,1.0,1,2.3786786786786784,96.59352705410821,0.0
50,1.0,1,1.8881881881881881,-97.99619238476954,0.0
51,1.0,1,0.4587587587587587,-86.17372745490982,0.0
52,1.0,1,2.274974974974975,18.44503006012024,0.0
53,1.0,1,1.86016016016016,55.51547094188376,0.0
54,1.0,1,0.12522522522522522,4.017615230460921,0.0
55,1.0,1,1.1622622622622623,-70.14326653306614,0.0
56,1.0,1,0.7614614614614614,17.643507014028057,0.0
57,1.0,1,0.6913913913913913,-38.48310621242486,0.0
58,1.0,1,2.3814814814814813,-6.622565130260526,0.0
59,1.0,1,1.5742742742742744,68.7406012024048,0.0
60,1.0,1,0.30180180180180183,26.66064128256513,0.0
61,1.0,1,0.7446446446446445,-98.79771543086173,0.0
62,1.0,1,0.6213213213213212,26.460260521042084,0.0
63,1.0,1,1.4873873873873873,-53.912424849699406,0.0
64,1.0,1,0.4027027027027027,67.53831663326653,0.0
65,1.0,1,1.392092092092092,-78.15849699398798,0.0
66,1.0,1,1.0473473473473474,-77.95811623246493,0.0
67,1.0,1,0.2149149149149149,-67.3379358717435,0.0
68,1.0,1,0.15605605605605605,68.33983967935872,0.0
69,1.0,1,2.403903903903904,-57.92004008016033,0.0
70,1.0,1,2.558058058058058,22.853406813627252,0.0
71,1.0,1,0.33823823823823823,91.18324649298597,0.0
72,1.0,1,0.369069069069069,42.691102204408814,0.0
73,1.0,1,2.586086086086086,62.72917835671342,0.0
74,1.0,1,2.232932932932933,-37.080440881763536,0.0
75,1.0,5,0.9100100100100099,82.56687374749498,0.0
76,1.0,1,0.40830830830830833,41.88957915831663,0.0
77,1.0,1,0.4363363363363363,62.328416833667326,0.0
78,1.0,1,2.9,95.79200400801602,0.0
79,1.0,1,1.0837837837837838,51.10709418837675,0.0
80,1.0,1,0.18408408408408408,58.52118236472945,0.0
81,1.0,1,1.1902902902902903,-98.59733466933868,0.0
82,1.0,1,2.555255255255255,-99.39885771543086,0.0
83,1.0,1,2.24974974974975,-0.410761523046105,0.0
84,1.0,1,2.827127127127127,-17.242745490981974,0.0
85,1.0,1,0.7362362362362361,40.48691382765531,0.0
86,1.0,1,2.2665665665665666,-61.92765531062125,0.0
87,1.0,1,0.8147147147147147,-39.28462925851704,0.0
88,1.0,1,0.7866866866866866,-91.98476953907816,0.0
89,1.0,1,2.104004004004004,65.53450901803608,0.0
90,1.0,1,1.137037037037037,1.4126653306613226,0.0
91,1.0,1,1.605105105105105,24.05569138276553,0.0
92,1.0,1,2.7346346346346344,-94.38933867735471,0.0
93,1.0,1,1.8041041041041042,7.624468937875751,0.0
94,1.0,1,2.3618618618618616,39.885771543086165,0.0
95,1.0,1,0.6129129129129128,52.10899799599198,0.0
96,1.0,1,2.260960960960961,46.698717434869735,0.0
97,1.0,1,0.21211211211211212,44.093767535070135,0.0
98,1.0,1,1.565865865865866,45.095671342685364,0.0
99,1.0,1,2.6533533533533533,0.41076152304609215,0.0
100,1.0,1,2.244144144144144,-8.225611222444897,0.0
101,1.0,1,1.5434434434434434,78.15849699398797,0.0
102,1.0,1,1.5798798798798799,16.641603206412825,0.0
103,1.0,1,1.179079079079079,2.6149498997995986,0.0
104,1.0,1,1.05015015015015,-80.36268537074149,0.0
105,1.0,1,2.333833833833834,80.76344689378757,0.0
106,1.0,1,1.2995995995995997,-2.414569138276562,0.0
107,1.0,1,1.776076076076076,67.33793587174348,0.0
108,1.0,1,2.771071071071071,53.71204408817634,0.0
109,1.0,1,0.3858858858858859,77.75773547094188,0.0
110,1.0,1,1.1706706706706707,86.57448897795591,0.0
111,1.0,1,2.0115115115115114,-32.27130260521042,0.0
112,1.0,1,0.6717717717717717,74.3512625250501,0.0
113,1.0,1,1.3752752752752753,71.94669338677355,0.0
114,1.0,1,1.5014014014014014,14.036653306613225,0.0
115,1.0,1,2.317017017017017,-2.815330661322662,0.0
116,1.0,1,1.038938938938939,32.87244488977955,0.0
117,1.0,1,0.28218218218218216,-12.63398797595191,0.0
118,1.0,1,1.6555555555555554,76.55545090180361,0.0
119,1.0,1,2.6225225225225226,-95.1908617234469,0.0
120,1.0,1,2.7262262262262262,25.859118236472945,0.0
121,1.0,1,2.4179179179179178,-39.08424849699399,0.0
122,1.0,1,0.9744744744744744,-95.99238476953909,0.0
123,1.0,1,2.7962962962962963,-5.420280561122254,0.0
124,1.0,1,1.13983983983984,14.437414829659316,0.0
125,1.0,1,0.270970970970971,90.78248496993987,0.0
126,1.0,1,1.265965965965966,-74.95240480961924,0.0
127,1.0,1,1.8937937937937939,52.30937875751502,0.0
128,1.0,1,2.8215215215215212,-21.651122244488988,0.0
129,1.0,1,2.3562562562562563,52.50975951903807,0.0
130,1.0,1,2.6197197197197197,-34.87625250501003,0.0
131,1.0,1,2.6953953953953955,-52.91052104208418,0.0
132,1.0,1,1.818118118118118,-56.71775551102205,0.0
133,1.0,1,0.7306306306306306,60.52498997995991,0.0
134,1.0,1,1.3472472472472472,55.91623246492985,0.0
135,1.0,1,2.8047047047047045,-90.78248496993989,0.0
136,1.0,1,2.7178178178178176,33.0728256513026,0.0
137,1.0,1,1.6275275275275276,-72.54783567134268,0.0
138,1.0,1,2.073173173173173,23.45454909819639,0.0
139,1.0,1,0.2177177177177177,36.278917835671336,0.0
140,1.0,1,1.549049049049049,48.90290581162324,0.0
141,1.0,1,1.8461461461461461,-75.95430861723447,0.0
142,1.0,1,1.1874874874874874,-71.94669338677355,0.0
143,1.0,1,2.443143143143143,-15.439318637274553,0.0
144,1.0,1,0.9968968968968969,27.66254509018036,0.0
145,1.0,5,0.8203203203203202,74.15088176352705,0.0
146,1.0,1,1.6135135135135135,-45.09567134268538,0.0
147,1.0,1,2.815915915915916,98.99809619238476,0.0
148,1.0,1,2.0899899899899896,89.5802004008016,0.0
149,1.0,1,0.6325325325325325,-25.257975951903816,0.0
150,1.0,1,0.9604604604604604,-6.822945891783576,0.0
151,1.0,1,2.3646646646646645,-38.6834869739479,0.0
152,1.0,1,2.45995995995996,-16.24084168336674,0.0
153,1.0,1,2.0647647647647647,59.523086172344684,0.0
154,1.0,1,0.5848848848848849,-75.15278557114229,0.0
155,1.0,1,2.190890890890891,75.75392785571142,0.0
156,1.0,1,2.0927927927927925,34.675871743486965,0.0
157,1.0,1,2.684184184184184,-70.34364729458918,0.0
158,1.0,1,1.507007007007007,29.66635270541082,0.0
159,1.0,1,2.0367367367367364,-83.96953907815632,0.0
160,1.0,1,1.9806806806806807,-6.22180360721444,0.0
161,1.0,1,0.327027027027027,50.9067134268537,0.0
162,1.0,1,0.2961961961961962,-97.19466933867736,0.0
163,1.0,1,0.8259259259259258,-33.47358717434871,0.0
164,1.0,1,2.6925925925925926,97.3950501002004,0.0
165,1.0,1,1.008108108108108,-76.15468937875752,0.0
166,1.0,1,2.1264264264264265,-73.34935871743487,0.0
167,1.0,1,1.6303303303303303,-31.670160320641287,0.0
168,1.0,1,1.4957957957957957,-89.9809619238477,0.0
169,1.0,1,1.6975975975975977,96.39314629258516,0.0
170,1.0,1,1.8405405405405406,-91.58400801603207,0.0
171,1.0,1,1.5686686686686686,-37.68158316633267,0.0
172,1.0,1,2.3590590590590588,-28.864829659318644,0.0
173,1.0,1,2.2889889889889887,-37.28082164328658,0.0
174,1.0,1,0.3522522522522522,-87.97715430861723,0.0
175,1.0,1,0.26256256256256255,81.96573146292585,0.0
176,1.0,1,0.5428428428428428,-55.51547094188377,0.0
177,1.0,1,1.0865865865865865,33.273206412825644,0.0
178,1.0,1,2.8523523523523524,-10.429799599198404,0.0
179,1.0,1,0.5764764764764765,62.128036072144276,0.0
180,1.0,1,2.799099099099099,-98.99809619238476,0.0
181,1.0,1,0.13923923923923925,76.75583166332665,0.0
182,1.0,1,1.4677677677677679,4.618757515030059,0.0
183,1.0,1,0.4335335335335335,53.110901803607206,0.0
184,1.0,1,1.9498498498498498,54.51356713426853,0.0
185,1.0,1,0.6465465465465465,10.830561122244488,0.0
186,1.0,1,1.3192192192192191,39.08424849699398,0.0
187,1.0,1,0.1924924924924925,-76.75583166332666,0.0
188,1.0,1,1.464964964964965,-43.49262525050101,0.0
189,1.0,1,0.2877877877877878,35.6777755511022,0.0
190,1.0,1,2.8663663663663663,-28.46406813627256,0.0
191,1.0,1,2.045145145145145,-7.624468937875761,0.0
192,1.0,1,2.4403403403403403,-33.67396793587176,0.0
193,1.0,1,1.5602602602602602,-8.626372745490997,0.0
194,1.0,1,1.635935935935936,57.71965931863726,0.0
195,1.0,1,2.23013013013013,-18.445030060120246,0.0
196,1.0,1,1.3836836836836837,27.261783567134266,0.0
197,1.0,1,1.9526526526526526,53.311282565130256,0.0
198,1.0,1,0.22332332332332333,61.92765531062123,0.0
199,1.0,1,2.4515515515515514,-23.654929859719445,0.0
200,1.0,1,2.7738738738738737,55.715851703406805,0.0
201,1.0,1,0.11961961961961962,1.0119038076152302,0.0
202,1.0,1,2.2973973973973973,-89.5802004008016,0.0
203,1.0,1,1.9582582582582582,99.79961923847695,0.0
204,1.0,1,2.4263263263263264,35.07663326653306,0.0
205,1.0,1,0.39709709709709706,-90.58210420841684,0.0
206,1.0,1,2.5832832832832833,24.857214428857713,0.0
207,1.0,1,1.3164164164164165,-60.324609218436876,0.0
208,1.0,1,1.9666666666666666,-58.52118236472946,0.0
209,1.0,1,1.7564564564564564,72.1470741482966,0.0
210,1.0,1,2.473973973973974,-59.72346693386774,0.0
211,1.0,1,1.8433433433433433,11.030941883767534,0.0
212,1.0,1,1.7536536536536536,-100.0,0.0
213,1.0,1,0.41391391391391386,-26.259879759519052,0.0
