,Actual Classifcation,Predicted Classification,a,b,c
0,1.0,1,0.6314685314685314,32.206779999999995,0.0
1,1.0,1,0.609090909090909,84.60154,0.0
2,1.0,1,0.5559440559440559,36.80632,0.0
3,1.0,1,0.5951048951048951,-83.20168,0.0
4,1.0,1,0.6706293706293706,-79.0021,0.0
5,1.0,1,0.4776223776223776,40.40595999999999,0.0
6,1.0,1,2.3097902097902097,-18.808120000000002,0.0
7,1.0,1,1.0006993006993008,-11.408860000000004,0.0
8,1.0,1,1.5937062937062938,-1.0099000000000018,0.0
9,1.0,5,0.83006993006993,33.60664,0.0
10,1.0,1,0.4132867132867133,-71.40286,0.0
11,1.0,1,2.4804195804195803,-36.0064,0.0
12,1.0,1,0.3797202797202798,38.206179999999996,0.0
13,1.0,1,0.21748251748251748,96.80032,0.0
14,1.0,1,2.2622377622377625,75.40246,0.0
15,1.0,1,1.8006993006993008,-68.00319999999999,0.0
16,1.0,1,0.541958041958042,70.20298,0.0
17,1.0,1,0.2958041958041958,-12.408760000000001,0.0
18,1.0,1,2.5615384615384618,-93.0007,0.0
19,1.0,1,0.5027972027972027,-70.003,0.0
20,1.0,1,1.702797202797203,94.40056,0.0
21,1.0,1,0.3181818181818182,-15.408460000000005,0.0
22,1.0,1,2.3965034965034966,61.403859999999995,0.0
23,1.0,1,1.6608391608391608,59.20408,0.0
24,1.0,1,2.762937062937063,30.007,0.0
25,1.0,1,2.835664335664336,-68.60314,0.0
26,1.0,1,0.5447552447552447,-15.608440000000002,0.0
27,1.0,1,1.3755244755244755,66.0034,0.0
28,1.0,1,1.1293706293706294,-15.808419999999998,0.0
29,1.0,1,2.183916083916084,-30.007000000000005,0.0
30,1.0,1,0.38531468531468527,4.0096,0.0
31,1.0,5,0.9839160839160839,5.009499999999999,0.0
32,1.0,1,0.6678321678321678,24.80752,0.0
33,1.0,1,2.072027972027972,60.203979999999994,0.0
34,1.0,1,0.9755244755244755,-18.20818,0.0
35,1.0,1,1.562937062937063,17.608240000000002,0.0
36,1.0,1,0.12237762237762238,-89.80102,0.0
37,1.0,1,0.5979020979020979,32.80672,0.0
38,1.0,1,0.1083916083916084,-67.80322000000001,0.0
39,1.0,1,0.44405594405594406,-28.207180000000008,0.0
40,1.0,1,1.0678321678321678,-50.005,0.0
41,1.0,1,2.2874125874125877,-6.609340000000003,0.0
42,1.0,1,1.6412587412587414,26.0074,0.0
43,1.0,1,1.7895104895104896,-14.408560000000008,0.0
44,1.0,1,2.253846153846154,30.80692,0.0
45,1.0,1,1.0538461538461539,-4.60954000000001,0.0
46,1.0,1,2.374125874125874,-98.20018,0.0
47,1.0,1,2.5027972027972027,59.60404,0.0
48,1.0,1,1.9601398601398603,-19.608040000000003,0.0
49,1.0,1,2.8384615384615386,-73.80262,0.0
50,1.0,1,1.9517482517482518,39.006099999999996,0.0
51,1.0,1,1.1013986013986015,53.00469999999999,0.0
52,1.0,3,0.9223776223776223,-92.60074,0.0
53,1.0,1,0.9811188811188811,-87.80122,0.0
54,1.0,1,0.10279720279720281,-16.80832000000001,0.0
55,1.0,1,2.651048951048951,91.0009,0.0
56,1.0,1,1.0230769230769232,-84.20158,0.0
57,1.0,1,1.4006993006993007,63.403659999999995,0.0
58,1.0,1,2.116783216783217,-21.807820000000007,0.0
59,1.0,1,2.4272727272727272,71.40286,0.0
60,1.0,1,1.4762237762237762,-34.20658,0.0
61,1.0,1,2.4916083916083918,41.0059,0.0
62,1.0,1,0.7069930069930069,-20.207980000000006,0.0
63,1.0,1,0.9251748251748252,-23.0077,0.0
64,1.0,1,0.17832167832167833,69.40306,0.0
65,1.0,1,2.5923076923076924,-30.406959999999998,0.0
66,1.0,1,1.3251748251748252,94.0006,0.0
67,1.0,1,2.6006993006993007,23.20768,0.0
68,1.0,1,1.9433566433566434,65.40346,0.0
69,1.0,5,0.9643356643356643,54.40456,0.0
70,1.0,1,1.3223776223776225,-51.40486,0.0
71,1.0,1,0.11118881118881119,87.0013,0.0
